hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Discount,market_segment,Cost,meal
"City Hotel",1,148,2018,August,32,5,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,76.5,0,0,Canceled,7/24/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,208,2018,July,31,28,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Transient-Party,76.5,0,0,Canceled,7/24/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,224,2018,September,37,11,1,2,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,"Non Refund",1,NULL,0,Transient,90,0,0,Canceled,7/25/2018,0.1,Groups,17.99,HB
"City Hotel",1,0,2018,October,40,1,0,1,1,0,0,BB,PRT,Complementary,Direct,1,0,1,A,A,0,"No Deposit",NULL,45,0,Transient,0,0,0,Canceled,10/1/2018,1,Complementary,12.99,BB
"City Hotel",1,204,2018,August,33,15,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient-Party,76.5,0,2,Canceled,8/4/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,3,2018,September,40,27,2,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,2,A,A,0,"No Deposit",NULL,40,0,Transient,65,0,0,Canceled,9/24/2018,0.15,Corporate,12.99,BB
"City Hotel",1,0,2018,October,41,7,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,3,A,A,0,"No Deposit",NULL,40,0,Transient,65,0,0,Canceled,10/7/2018,0.15,Corporate,12.99,BB
"City Hotel",1,1,2018,August,32,6,0,1,1,0,0,BB,PRT,"Online TA",TA/TO,0,0,0,A,A,0,"No Deposit",9,NULL,0,Transient,89,0,0,Canceled,8/6/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,175,2018,August,35,24,1,0,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,76.5,0,2,Canceled,8/6/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,327,2018,September,37,9,2,4,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",4,NULL,0,Transient-Party,76,0,0,Canceled,8/7/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,202,2018,August,34,16,2,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,76.5,0,2,Canceled,8/10/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,7,2018,August,35,28,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,2,A,A,0,"No Deposit",NULL,40,0,Transient,65,0,0,Canceled,8/28/2018,0.15,Corporate,12.99,BB
"City Hotel",1,176,2018,August,35,28,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,76.5,0,1,Canceled,8/14/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,256,2018,September,38,14,1,2,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",4,NULL,0,Transient-Party,96,0,0,Canceled,8/14/2018,0.3,"Offline TA/TO",17.99,HB
"City Hotel",1,256,2018,September,38,14,1,2,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",4,NULL,0,Transient-Party,74,0,0,Canceled,8/14/2018,0.3,"Offline TA/TO",17.99,HB
"City Hotel",1,263,2018,September,39,21,1,0,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",4,NULL,0,Transient-Party,96,0,0,Canceled,8/14/2018,0.3,"Offline TA/TO",17.99,HB
"City Hotel",1,239,2018,October,42,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,"Non Refund",1,NULL,0,Transient,60,0,0,Canceled,8/17/2018,0.1,Groups,12.99,BB
"City Hotel",1,238,2018,September,38,18,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",8,NULL,0,Transient,89.25,0,1,Canceled,8/19/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,238,2018,September,38,18,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",8,NULL,0,Transient,89.25,0,2,Canceled,8/19/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,342,2018,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,8/21/2018,0.1,Groups,12.99,BB
"City Hotel",1,1,2018,September,36,4,0,1,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,1,1,0,A,A,0,"No Deposit",6,NULL,0,Transient,108,0,0,Canceled,9/3/2018,0.3,"Offline TA/TO",17.99,HB
"City Hotel",1,327,2018,September,37,9,2,4,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",21,NULL,0,Transient-Party,117,0,0,Canceled,9/3/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,262,2018,November,46,9,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,"Non Refund",1,NULL,0,Transient,62.8,0,0,Canceled,9/4/2018,0.1,Groups,12.99,BB
"City Hotel",1,256,2018,September,38,14,1,2,1,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,1,"No Deposit",4,NULL,0,Transient-Party,74,0,0,Canceled,9/9/2018,0.3,"Offline TA/TO",17.99,HB
"City Hotel",1,342,2018,September,39,24,2,4,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,9/9/2018,0.1,Groups,12.99,BB
"City Hotel",1,0,2018,October,44,28,0,2,2,0,0,BB,PRT,Complementary,Direct,1,0,5,A,F,0,"No Deposit",NULL,45,0,Transient,0,0,1,Canceled,10/28/2018,1,Complementary,12.99,BB
"City Hotel",1,0,2018,November,47,18,0,1,1,0,0,BB,PRT,Complementary,Direct,1,1,7,A,F,0,"No Deposit",NULL,45,0,Transient,0,0,0,Canceled,11/18/2018,1,Complementary,12.99,BB
"City Hotel",1,343,2018,September,39,25,2,3,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,1,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,9/9/2018,0.1,Groups,12.99,BB
"City Hotel",1,343,2018,September,39,25,2,3,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,2,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,9/9/2018,0.1,Groups,12.99,BB
"City Hotel",1,344,2018,September,39,26,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,1,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,9/9/2018,0.1,Groups,12.99,BB
"City Hotel",1,263,2018,September,39,21,1,0,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,1,"No Deposit",21,NULL,0,Transient-Party,59.5,0,0,Canceled,9/10/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,40,2018,October,40,3,1,1,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,117.67,0,1,Canceled,9/11/2018,0.1,Direct,12.99,BB
"City Hotel",1,56,2018,November,45,6,1,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,110.7,0,1,Canceled,9/12/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,34,2018,October,42,15,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,108.9,0,0,Canceled,9/12/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,37,2018,October,43,18,2,3,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,94.5,0,1,Canceled,9/12/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,4,2018,September,38,16,0,4,2,2,0,BB,PRT,"Online TA",TA/TO,0,1,0,F,F,0,"No Deposit",9,NULL,0,Transient,224.5,0,2,Canceled,9/14/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,28,2018,October,41,8,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,113.3,0,1,Canceled,9/14/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,5,2018,September,38,17,1,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Transient,155,0,1,Canceled,9/14/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,5,2018,September,38,17,0,1,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,158,0,1,Canceled,9/14/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,5,2018,September,38,17,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Transient,174,0,2,Canceled,9/14/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,5,2018,September,38,17,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,164,0,1,Canceled,9/14/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,8,2018,September,39,22,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,1,"No Deposit",9,NULL,0,Contract,136,0,1,Canceled,9/15/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,31,2018,October,42,15,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Transient,111,0,1,Canceled,9/15/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,18,2018,October,40,3,2,5,1,0,0,SC,PRT,"Online TA",TA/TO,1,1,0,A,A,0,"No Deposit",15,NULL,0,Transient,78.17,0,0,Canceled,9/15/2018,0.3,"Online TA",35,SC
"City Hotel",1,69,2018,November,47,19,1,3,2,0,0,HB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",28,NULL,0,Transient,98,0,0,Canceled,9/15/2018,0.3,"Offline TA/TO",17.99,HB
"City Hotel",1,6,2018,September,38,18,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Transient,155,0,1,Canceled,9/15/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,10,2018,September,39,21,3,6,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",7,NULL,0,Transient,138.66,0,1,Canceled,9/15/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,7,2018,September,39,21,1,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",7,NULL,0,Transient,92.17,0,1,Canceled,9/15/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,6,2018,September,39,20,2,0,2,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,"No Deposit",78,NULL,0,Transient,0,0,0,Canceled,9/15/2018,0.15,Corporate,12.99,BB
"City Hotel",1,6,2018,September,39,20,2,0,2,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,"Non Refund",78,NULL,0,Transient,100,0,0,Canceled,9/15/2018,0.15,Corporate,12.99,BB
"City Hotel",1,6,2018,September,39,20,2,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,"Non Refund",78,NULL,0,Transient,90,0,0,Canceled,9/15/2018,0.15,Corporate,12.99,BB
"City Hotel",1,5,2018,September,39,20,2,0,2,0,0,BB,PRT,Corporate,Corporate,1,1,0,A,A,0,"Non Refund",78,NULL,0,Transient,100,0,0,Canceled,9/15/2018,0.15,Corporate,12.99,BB
"City Hotel",1,5,2018,September,39,20,2,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,0,A,A,0,"Non Refund",78,NULL,0,Transient,90,0,0,Canceled,9/15/2018,0.15,Corporate,12.99,BB
"City Hotel",1,37,2018,October,43,18,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,103.5,0,2,Canceled,9/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,49,2018,October,44,31,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Transient,102.99,0,2,Canceled,9/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,80,2018,December,49,4,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,1,"No Deposit",10,NULL,0,Transient,110.2,0,0,Canceled,9/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,43,2018,October,43,23,2,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,105.12,0,2,Canceled,9/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,35,2018,October,42,17,1,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,107.55,0,2,Canceled,9/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,5,2018,September,38,19,0,1,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,139,0,1,Canceled,9/16/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,4,2018,September,39,20,2,3,2,0,0,SC,PRT,"Online TA",TA/TO,1,1,0,A,A,0,"No Deposit",8,NULL,0,Transient,133,0,1,Canceled,9/16/2018,0.3,"Online TA",35,SC
"City Hotel",1,9,2018,September,39,24,0,3,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",14,NULL,0,Transient,171.33,0,1,Canceled,9/16/2018,0.1,Direct,12.99,BB
"City Hotel",1,106,2018,December,52,26,1,1,3,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",10,NULL,0,Transient,119,0,0,Canceled,9/17/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,15,2018,October,40,1,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,123.33,0,1,Canceled,9/17/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,32,2018,October,43,18,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,96.3,0,2,Canceled,9/17/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,105,2018,December,53,28,0,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",8,NULL,0,Transient,85,0,2,Canceled,9/17/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,105,2018,December,53,28,0,4,2,0,1,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",8,NULL,0,Transient,85,0,3,Canceled,9/17/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,105,2018,December,53,28,0,4,2,1,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",8,NULL,0,Transient,102.5,0,3,Canceled,9/17/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,0,2018,September,38,17,0,1,2,0,0,BB,PRT,Direct,Direct,1,0,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,62.8,0,0,Canceled,9/17/2018,0.1,Direct,12.99,BB
"City Hotel",1,19,2018,October,41,6,0,3,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,1,1,0,A,A,0,"Non Refund",82,NULL,0,Transient,80,0,0,Canceled,9/17/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,19,2018,October,41,6,0,3,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,1,1,0,A,A,0,"Non Refund",82,NULL,0,Transient,90,0,0,Canceled,9/17/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,19,2018,October,41,6,0,3,1,0,0,BB,PRT,"Offline TA/TO",TA/TO,1,1,0,A,A,0,"No Deposit",82,NULL,0,Transient-Party,80,0,0,Canceled,10/2/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,74,2018,November,48,28,2,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,1,"No Deposit",9,NULL,0,Contract,81.9,0,1,Canceled,9/18/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,23,2018,October,41,7,0,1,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,90,0,0,Canceled,9/18/2018,0.1,Direct,12.99,BB
"City Hotel",1,23,2018,October,41,7,0,1,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,1,"No Deposit",NULL,NULL,0,Transient,90,0,0,Canceled,9/18/2018,0.1,Direct,12.99,BB
"City Hotel",1,23,2018,October,41,7,0,1,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,90,0,0,Canceled,9/18/2018,0.1,Direct,12.99,BB
"City Hotel",1,100,2018,December,52,25,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",8,NULL,0,Transient,85,0,2,Canceled,9/18/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,100,2018,December,52,25,0,1,3,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",8,NULL,0,Transient,120,0,3,Canceled,9/18/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,27,2018,October,42,15,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,136,0,0,Canceled,9/19/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,11,2018,September,40,27,2,0,3,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",7,NULL,0,Group,190.19,0,2,Canceled,9/19/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,3,2018,September,38,19,1,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,"No Deposit",81,NULL,0,Transient,120,0,0,Canceled,9/19/2018,0.15,Corporate,12.99,BB
"City Hotel",1,5,2018,September,39,21,1,4,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,D,1,"No Deposit",29,NULL,0,Transient-Party,220,0,0,Canceled,9/21/2018,0.1,Groups,12.99,BB
"City Hotel",1,30,2018,October,42,16,1,2,2,2,0,BB,PRT,"Online TA",TA/TO,0,1,0,F,F,0,"No Deposit",9,NULL,0,Contract,165,0,0,Canceled,9/21/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,11,2018,September,39,26,0,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,C,C,0,"No Deposit",9,NULL,0,Contract,212,0,1,Canceled,9/21/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,11,2018,September,39,26,0,1,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,212,0,1,Canceled,9/21/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,9,2018,September,39,24,0,1,1,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,136,0,2,Canceled,9/21/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,9,2018,September,39,26,2,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,212,0,0,Canceled,9/22/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,16,2018,October,41,7,0,3,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,1,"No Deposit",79,NULL,0,Transient,85.6,0,0,Canceled,9/22/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,32,2018,October,43,19,1,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,96.3,0,0,Canceled,9/22/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,16,2018,September,39,25,2,3,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,"No Deposit",1,NULL,0,Transient-Party,170,0,0,Canceled,9/22/2018,0.1,Groups,12.99,BB
"City Hotel",1,3,2018,September,39,25,2,3,1,0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,"No Deposit",1,NULL,0,Transient-Party,170,0,0,Canceled,9/22/2018,0.1,Groups,12.99,BB
"City Hotel",1,343,2018,September,39,25,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,9/22/2018,0.1,Groups,12.99,BB
"City Hotel",1,344,2018,September,39,26,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,1,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,9/22/2018,0.1,Groups,12.99,BB
"City Hotel",1,19,2018,September,40,28,1,0,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,9/22/2018,0.1,Groups,12.99,BB
"City Hotel",1,20,2018,September,40,28,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,"Non Refund",1,NULL,0,Transient,250,0,0,Canceled,9/22/2018,0.1,Groups,12.99,BB
"City Hotel",1,21,2018,September,40,30,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,9/22/2018,0.1,Groups,12.99,BB
"City Hotel",1,21,2018,September,40,30,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,1,"Non Refund",1,NULL,0,Transient,170,0,0,Canceled,9/22/2018,0.1,Groups,12.99,BB
"City Hotel",1,18,2018,October,41,7,0,2,2,0,1,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",28,NULL,0,Transient,85,0,0,Canceled,9/22/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,12,2018,October,41,4,1,0,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,1,1,0,A,A,0,"No Deposit",3,NULL,0,Transient-Party,72,0,0,Canceled,9/22/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,5,2018,September,39,23,0,4,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",85,NULL,0,Transient,170,0,0,Canceled,9/22/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,20,2018,October,42,12,1,5,2,0,0,BB,PRT,"Online TA",TA/TO,1,1,0,A,A,0,"No Deposit",15,NULL,0,Transient,98.4,0,0,Canceled,9/22/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,31,2018,October,42,11,2,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,106.2,0,1,Canceled,9/23/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,5,2018,September,40,27,2,3,2,0,0,SC,PRT,"Online TA",TA/TO,0,1,0,A,A,1,"No Deposit",7,NULL,0,Transient,127.51,0,1,Canceled,9/23/2018,0.3,"Online TA",35,SC
"City Hotel",1,98,2018,December,53,28,0,3,2,0,0,SC,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",8,NULL,0,Transient,106,0,1,Canceled,9/24/2018,0.3,"Online TA",35,SC
"City Hotel",1,98,2018,December,52,26,2,1,3,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",8,NULL,0,Transient,118,0,2,Canceled,9/24/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,98,2018,December,52,26,2,1,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",8,NULL,0,Transient,118,0,1,Canceled,9/24/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,31,2018,October,42,15,2,4,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,D,D,0,"No Deposit",9,NULL,0,Contract,108.15,0,1,Canceled,9/24/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,36,2018,October,43,20,0,3,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Transient,96.3,0,0,Canceled,9/24/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,18,2018,October,40,2,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",9,NULL,0,Contract,116.5,0,2,Canceled,9/24/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,17,2018,October,40,3,2,2,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,"Non Refund",29,NULL,0,Transient,110,0,0,Canceled,9/24/2018,0.1,Groups,12.99,BB
"City Hotel",1,18,2018,October,41,4,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,"Non Refund",29,NULL,0,Transient,110,0,0,Canceled,9/24/2018,0.1,Groups,12.99,BB
"City Hotel",1,43,2018,October,43,23,0,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",2,NULL,0,Transient-Party,0,0,0,Canceled,9/24/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,17,2018,October,41,5,1,3,2,0,0,BB,PRT,Direct,Direct,0,1,0,D,D,0,"No Deposit",14,NULL,0,Transient,126,0,0,Canceled,9/25/2018,0.1,Direct,12.99,BB
"City Hotel",1,29,2018,October,43,23,0,1,2,0,0,BB,PRT,"Offline TA/TO",TA/TO,0,1,0,A,A,0,"No Deposit",2,NULL,0,Transient,76.5,0,0,Canceled,9/25/2018,0.3,"Offline TA/TO",12.99,BB
"City Hotel",1,22,2018,October,42,13,2,5,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,A,A,0,"No Deposit",10,NULL,0,Transient,126,0,0,Canceled,9/25/2018,0.3,"Online TA",12.99,BB
"City Hotel",1,15,2018,October,40,2,0,2,2,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,"No Deposit",NULL,NULL,0,Transient,190,0,0,Canceled,9/25/2018,0.1,Direct,12.99,BB
"City Hotel",1,17,2018,October,42,11,2,5,1,0,0,BB,PRT,Direct,Direct,0,1,0,D,D,0,"No Deposit",14,NULL,0,Transient,128.71,0,0,Canceled,9/26/2018,0.1,Direct,12.99,BB
"City Hotel",1,0,2018,September,39,26,0,1,3,0,0,BB,PRT,Direct,Direct,1,0,0,D,D,0,"No Deposit",NULL,NULL,0,Transient,200,0,0,Canceled,9/26/2018,0.1,Direct,12.99,BB
"City Hotel",1,11,2018,October,40,2,0,2,2,0,0,BB,PRT,"Online TA",TA/TO,0,1,0,B,B,0,"No Deposit",9,NULL,0,Contract,153.5,0,1,Canceled,9/28/2018,0.3,"Online TA",12.99,BB
